event_id,application_id,stage,stage_ts,actor_type
53fdf804-5e55-4575-bbc7-31b3df80a893,8fb95e94-3371-450a-90b4-748f989b885a,REJECTED,2023-05-12 03:30:42.845364,System
ed52210d-6043-4427-a2b0-dbc69a28e384,0137656c-7e66-402a-b06f-d405d63d23c8,APPLIED,2023-10-25 00:00:00.000000,Candidate
cef0964a-a0f3-439a-a7e7-42c2d16436b9,0137656c-7e66-402a-b06f-d405d63d23c8,REJECTED,2023-10-30 03:17:23.797166,System
64f80889-91c7-466e-80e9-8bf0209b7750,119f49ae-f2eb-4b0c-a84a-3f92ad83d56e,APPLIED,2023-05-23 00:00:00.000000,Candidate
45feaf8d-7455-4129-9e1e-086776713c82,119f49ae-f2eb-4b0c-a84a-3f92ad83d56e,SCREEN,2023-05-25 20:42:38.310395,Recruiter
e3a9842f-38b1-4335-8a14-ca0fae3c7fac,119f49ae-f2eb-4b0c-a84a-3f92ad83d56e,REJECTED,2023-05-29 04:13:33.382816,System
5908a0f4-6db4-4ade-ae6a-56c01db4b947,4e02e95f-1e14-4d54-b940-6f2147f04608,APPLIED,2023-02-15 00:00:00.000000,Candidate
66b87463-76de-442f-8b0b-318341ba1c96,4e02e95f-1e14-4d54-b940-6f2147f04608,WITHDRAWN,2023-02-17 22:46:05.564812,Candidate
70e1f285-f9b3-4864-9390-4497b8c230e3,be9ae0f1-d4ad-4cbd-a0d2-e1916e489af3,APPLIED,2023-03-11 00:00:00.000000,Candidate
0104e045-effa-43c2-99dc-831a1ebd5eef,be9ae0f1-d4ad-4cbd-a0d2-e1916e489af3,SCREEN,2023-03-13 23:18:46.454304,Recruiter
8ae25dbe-3025-4a9f-bdf5-e614d8ccb35d,be9ae0f1-d4ad-4cbd-a0d2-e1916e489af3,REJECTED,2023-03-16 05:56:06.613929,System
95802489-ccd3-464a-b257-62818f79becc,33152517-e18a-4525-9d2a-a678075243c9,APPLIED,2023-06-02 00:00:00.000000,Candidate
45ed5e44-adb5-4fe3-aa53-56a7a80ad545,33152517-e18a-4525-9d2a-a678075243c9,REJECTED,2023-06-03 08:25:07.840819,System
54690a86-ba69-491d-9972-7f5e95860a5f,b878fe8b-2f37-438e-b9cd-0fe2116690d5,APPLIED,2023-01-31 00:00:00.000000,Candidate
0529e361-78d8-4333-a58d-cb1941d80a63,b878fe8b-2f37-438e-b9cd-0fe2116690d5,SCREEN,2023-02-04 16:45:48.080452,Recruiter
89d7a71e-3b5f-4bfe-9f16-764e37af8636,b878fe8b-2f37-438e-b9cd-0fe2116690d5,REJECTED,2023-02-09 00:30:26.863366,System
0a718b49-f7b5-4fff-b763-c97a4ead65b9,3c159502-40ec-4743-afba-ed076e2b47b1,APPLIED,2023-05-10 00:00:00.000000,Candidate
89942cb4-8611-4a11-9af0-7ecd1b0efa67,3c159502-40ec-4743-afba-ed076e2b47b1,REJECTED,2023-05-17 06:28:57.747540,System
2c7607a7-828c-4c3b-adc7-8d2ab8da4c47,2e3cce4e-f646-46b1-98a6-1c7fb1697de7,APPLIED,2023-07-23 00:00:00.000000,Candidate
7b5bdf07-4d8f-43f4-9a50-e1d9a429d383,2e3cce4e-f646-46b1-98a6-1c7fb1697de7,WITHDRAWN,2023-07-24 07:13:27.026845,Candidate
27a21cae-a251-42f6-ae15-2f247d4de9d3,b3285b86-b658-403c-bec7-551920ca3db7,APPLIED,2023-06-06 00:00:00.000000,Candidate
cc0f0752-a305-4305-8d43-93bb2c9f4194,b3285b86-b658-403c-bec7-551920ca3db7,REJECTED,2023-06-10 19:44:21.330404,System
d6e783a1-7aeb-47fa-af46-1140d0faecb9,f023291a-54db-44f1-93a3-e24d45a2600c,APPLIED,2023-06-11 00:00:00.000000,Candidate
01047a7b-4e79-4b41-892b-0a349b740b5d,f023291a-54db-44f1-93a3-e24d45a2600c,SCREEN,2023-06-13 15:59:35.567626,Recruiter
9a811d72-183d-4ad2-9681-c45e324ac327,f023291a-54db-44f1-93a3-e24d45a2600c,REJECTED,2023-06-15 05:07:18.032358,System
e4fb39f2-d895-45a2-969c-9ad394133a78,9cd9e878-2e62-452c-acf8-edbd7dd71635,APPLIED,2023-08-20 00:00:00.000000,Candidate
7913a635-c075-4034-82f9-07806ca0aa00,9cd9e878-2e62-452c-acf8-edbd7dd71635,REJECTED,2023-08-28 12:04:01.235140,System
f32ec8df-b7dc-4998-b922-e5a2f45bc7a3,da9ea0ff-e0b1-41eb-b669-a01213ca8f9b,APPLIED,2023-08-10 00:00:00.000000,Candidate
fda38d29-7f5d-45e2-bab1-669666ecc2ae,da9ea0ff-e0b1-41eb-b669-a01213ca8f9b,REJECTED,2023-08-14 14:20:19.268764,System
32d47850-46f3-47e4-bbe8-2e76c56eee18,04a9d7e2-dc6a-4cc6-86a2-c4dcbb5c89c4,APPLIED,2023-07-11 00:00:00.000000,Candidate
3a823fca-369d-4776-91ac-e561d05d6a4c,04a9d7e2-dc6a-4cc6-86a2-c4dcbb5c89c4,REJECTED,2023-07-16 19:59:50.640071,System
e4ab1737-f440-4e30-bb9a-58808d144fbe,2dcc15ff-638e-4b8b-8586-ab32bf5a6a37,APPLIED,2023-07-03 00:00:00.000000,Candidate
0552bc78-c916-4d97-a670-4699164f0e2f,2dcc15ff-638e-4b8b-8586-ab32bf5a6a37,WITHDRAWN,2023-07-07 14:14:10.194814,Candidate
3c8f6998-d7e5-4530-b675-9b83d6fb482f,fbaaa327-6f76-4bb1-8913-8edc2b51186c,APPLIED,2023-10-26 00:00:00.000000,Candidate
264ea670-e892-497e-af74-cc3c9806a41b,fbaaa327-6f76-4bb1-8913-8edc2b51186c,WITHDRAWN,2023-11-09 09:49:07.340566,Candidate
380b0a73-7c62-4bff-99c5-0c216e8489a1,cfba7fe7-1423-4b2e-93a4-d8a105f55d9c,APPLIED,2023-05-09 00:00:00.000000,Candidate
d0a87758-d756-4e02-b3b8-0db77eb60380,cfba7fe7-1423-4b2e-93a4-d8a105f55d9c,REJECTED,2023-05-15 22:42:15.359131,System
ee3408ff-8aa2-4a19-a14c-2d5c72847d22,e90b2aef-a713-4dd2-a449-bb7f782d62b3,APPLIED,2023-06-04 00:00:00.000000,Candidate
d2a31f40-ce02-4eaa-aad4-e19d352283d8,e90b2aef-a713-4dd2-a449-bb7f782d62b3,REJECTED,2023-06-06 18:27:35.102953,System
20519a21-7379-4a08-9124-213af061dba2,5b6b2435-3cb7-47d4-bf96-dc669ce4b8fc,APPLIED,2023-03-06 00:00:00.000000,Candidate
905ad1c3-4b86-4b21-b85a-a03522793cbe,5b6b2435-3cb7-47d4-bf96-dc669ce4b8fc,REJECTED,2023-03-16 06:57:51.521623,System
e44236a8-8fab-47f3-9f9f-47085bdfb0f1,9105f917-993c-4f79-af82-ab021bdabe15,APPLIED,2023-07-07 00:00:00.000000,Candidate
ef1327b2-5ff4-4029-9325-a79028bb5fca,9105f917-993c-4f79-af82-ab021bdabe15,REJECTED,2023-07-09 02:47:56.434570,System
9a53118a-a604-43a1-8cfe-c64caba21777,597ff7a3-33fc-44e3-ab61-d5f56bcefbd5,APPLIED,2023-09-07 00:00:00.000000,Candidate
de3fb044-87b1-4755-84e4-dcabdefa44c7,597ff7a3-33fc-44e3-ab61-d5f56bcefbd5,SCREEN,2023-09-09 19:31:08.721913,Recruiter
f82e9f6b-808a-4a99-9991-f44d67ef8960,597ff7a3-33fc-44e3-ab61-d5f56bcefbd5,REJECTED,2023-09-10 19:53:22.898039,System
7cf8a353-0371-49b4-ae86-06583359a80c,f81fa8c2-40a0-4f0b-8a8f-8855363ad832,APPLIED,2023-05-03 00:00:00.000000,Candidate
05d5f2a1-720a-4ca0-bbd5-d3ab0aa64dd2,f81fa8c2-40a0-4f0b-8a8f-8855363ad832,SCREEN,2023-05-05 19:05:13.216169,Recruiter
cef83683-d4b4-46f5-83ed-a95d3f340308,f81fa8c2-40a0-4f0b-8a8f-8855363ad832,REJECTED,2023-05-13 00:15:23.753704,System
f38e941e-3cc2-4cf8-9194-f3cf5028e105,82cf6219-51cc-4877-9665-ebfeab249043,APPLIED,2023-12-11 00:00:00.000000,Candidate
4e1a8656-c9e4-4de7-9cde-f4470fc7e25a,82cf6219-51cc-4877-9665-ebfeab249043,WITHDRAWN,2023-12-18 16:27:04.877979,Candidate
0836e4b2-f813-4305-8530-85d04dc031a5,934f191c-da4a-4880-beba-79b40d4ac4d0,APPLIED,2023-03-12 00:00:00.000000,Candidate
b4e4ea9b-d517-4e48-80cf-9db7d2e3ef20,934f191c-da4a-4880-beba-79b40d4ac4d0,WITHDRAWN,2023-03-18 12:53:51.953607,Candidate
38858eb8-bfb3-4559-9166-64ba9223ad15,723fe143-016d-4f10-8932-dace07a24490,APPLIED,2023-11-11 00:00:00.000000,Candidate
4aa384d5-5c40-4a5a-83b1-e61d9bc2f04a,723fe143-016d-4f10-8932-dace07a24490,REJECTED,2023-11-16 19:05:38.562804,System
a5c498a9-20a2-4bc9-a0d3-13e7061f4650,a26ab63c-1eef-4aa0-b461-b5d7effe1638,APPLIED,2023-02-17 00:00:00.000000,Candidate
35ac8313-0eec-40f3-8eed-894643f56d53,a26ab63c-1eef-4aa0-b461-b5d7effe1638,REJECTED,2023-02-18 02:03:42.800129,System
20fd2e25-4fb6-4e56-a45c-9fac4120d4a0,7c6bedba-22e1-43c5-8400-6e9c7bccc49b,APPLIED,2023-12-03 00:00:00.000000,Candidate
39ffee0a-7af3-48b1-8fc5-754fde4b0318,7c6bedba-22e1-43c5-8400-6e9c7bccc49b,WITHDRAWN,2023-12-07 02:53:41.841579,Candidate
04aa36c7-e4e5-4994-a5ee-b46fbdb645b1,638dab72-bac1-4dc5-9ecf-4e9322c58371,APPLIED,2023-11-21 00:00:00.000000,Candidate
cd6526ac-d500-43d2-ac8d-77cf2e7a6d3b,638dab72-bac1-4dc5-9ecf-4e9322c58371,SCREEN,2023-11-22 19:25:01.215284,Recruiter
0d60aa3a-6ac6-4951-8bd8-4d0a5283f8c8,638dab72-bac1-4dc5-9ecf-4e9322c58371,REJECTED,2023-11-30 23:31:47.296320,System
2f179dea-e44f-4ce5-90e9-2b4c1865c676,274c1e6b-c961-4cc1-9280-6c8bff2be33b,APPLIED,2023-10-26 00:00:00.000000,Candidate
94ffe5a7-1f66-4e0e-a1a0-6786fb4b746a,274c1e6b-c961-4cc1-9280-6c8bff2be33b,REJECTED,2023-11-03 08:59:14.480875,System
b60a2a64-ddbe-42d1-ac5a-d58a6f73f392,f7ccad29-3cbd-42be-9a86-0188b522730c,APPLIED,2023-09-02 00:00:00.000000,Candidate
a382b6b7-8f43-4837-b7f3-cce23e81e6e7,f7ccad29-3cbd-42be-9a86-0188b522730c,SCREEN,2023-09-04 23:40:01.282434,Recruiter
d5c50c11-dfca-4a25-9fb3-19c3e44cf68b,f7ccad29-3cbd-42be-9a86-0188b522730c,REJECTED,2023-09-08 19:56:27.955350,System
6512c8fa-a27a-4bf2-84a3-cd379b4c71aa,7b1e3963-e63e-41ce-bb3b-891a75abcd5f,APPLIED,2023-05-12 00:00:00.000000,Candidate
9911a2cc-c431-4790-979b-72275163b873,7b1e3963-e63e-41ce-bb3b-891a75abcd5f,SCREEN,2023-05-13 11:37:50.908760,Recruiter
852fe777-cebc-48a2-8dc0-95035c578c49,7b1e3963-e63e-41ce-bb3b-891a75abcd5f,REJECTED,2023-05-20 07:40:17.402828,System
c081ac3f-b799-4620-8260-ca62b8626b06,bdeb19e7-a355-4eb2-b704-dd646769be93,APPLIED,2023-06-16 00:00:00.000000,Candidate
5fdd1aeb-9700-4f07-a1a5-72cbbb44f4db,bdeb19e7-a355-4eb2-b704-dd646769be93,SCREEN,2023-06-20 01:06:57.538115,Recruiter
7f5f284b-4ee4-4af3-8656-26bb2f2082f2,bdeb19e7-a355-4eb2-b704-dd646769be93,ONSITE,2023-06-30 18:31:07.947282,Recruiter
723db000-99ee-497c-8644-402bf53c4e1e,bdeb19e7-a355-4eb2-b704-dd646769be93,REJECTED,2023-07-02 02:14:11.159269,System
a748c940-052e-4d0c-8dd5-8198d8dbd416,c9e1b171-6547-4d38-8082-e44c2c9afed3,APPLIED,2023-11-14 00:00:00.000000,Candidate
7cff710a-c093-4619-93a2-0a63fd521066,c9e1b171-6547-4d38-8082-e44c2c9afed3,WITHDRAWN,2023-11-19 18:18:56.202906,Candidate
4005554f-9960-42c2-a560-76c2944f0eb9,3215c866-4501-466e-b91e-7bd7eb509f9c,APPLIED,2023-03-31 00:00:00.000000,Candidate
1ba98fd8-5c82-421c-b62c-6bac84f8ff1c,3215c866-4501-466e-b91e-7bd7eb509f9c,REJECTED,2023-04-08 07:48:04.641893,System
1a7cb4e3-3c4c-4c77-b425-3325b162f58d,3e1a8522-1de4-4bc3-acf8-66b341425ab6,APPLIED,2023-04-28 00:00:00.000000,Candidate
3bbf6ee6-40ac-498d-b1f2-c3f617c78f41,3e1a8522-1de4-4bc3-acf8-66b341425ab6,SCREEN,2023-05-01 23:07:10.648475,Recruiter
821e6c96-78d3-4711-bd95-76f6b8c585b1,3e1a8522-1de4-4bc3-acf8-66b341425ab6,WITHDRAWN,2023-05-05 12:37:08.686026,Candidate
5eec0d50-aae9-4eb9-8f1f-31a81cc66cc2,737dec68-2fba-4b23-a1df-f5a4f35ca14c,APPLIED,2023-09-02 00:00:00.000000,Candidate
ba4528db-cb4f-4342-a174-950435630fb3,737dec68-2fba-4b23-a1df-f5a4f35ca14c,SCREEN,2023-09-04 05:18:58.596624,Recruiter
06b159d9-3222-4b90-8098-fc7b668f426c,737dec68-2fba-4b23-a1df-f5a4f35ca14c,REJECTED,2023-09-05 21:39:36.571362,System
75d4c512-6ea9-43df-b54f-5e3aca753bc1,dcae0a88-108a-4082-aa26-f360f5f8437a,APPLIED,2023-11-24 00:00:00.000000,Candidate
1df81848-c9fb-4c56-86c6-c0bbecd2f0f1,dcae0a88-108a-4082-aa26-f360f5f8437a,REJECTED,2023-11-26 05:09:50.990718,System
1b067b79-5c9c-480f-915f-45bc04bab000,811eaba7-43d7-4da8-80fd-90e3f8efe276,APPLIED,2023-04-29 00:00:00.000000,Candidate
5cc833eb-7c4e-4bd7-bb59-6699e1ca746e,811eaba7-43d7-4da8-80fd-90e3f8efe276,SCREEN,2023-05-02 17:15:03.346582,Recruiter
79f839b0-16f7-4aad-9e77-73965cd90b7f,811eaba7-43d7-4da8-80fd-90e3f8efe276,REJECTED,2023-05-11 18:54:00.761988,System
bfda2857-82ae-400f-bde2-d5a85c830936,ac8e6f3d-20a5-4092-9042-5aa04c9e70d5,APPLIED,2023-04-13 00:00:00.000000,Candidate
df7d602d-f0ea-4a91-878e-fa4e14a6817e,ac8e6f3d-20a5-4092-9042-5aa04c9e70d5,REJECTED,2023-04-19 17:05:13.301982,System
84f0c6a3-fde2-4811-8b60-d8382f7a9b37,aaca0681-bb7f-4f49-881a-60405f9d5003,APPLIED,2023-07-25 00:00:00.000000,Candidate
86d18ffb-0d41-4e41-b84b-a24cb1163a9e,aaca0681-bb7f-4f49-881a-60405f9d5003,SCREEN,2023-07-29 00:07:37.863567,Recruiter
821f81af-1527-4a4e-b463-4a605cfb27e5,aaca0681-bb7f-4f49-881a-60405f9d5003,REJECTED,2023-08-04 02:09:53.921259,System
e6a6655b-1fb3-44e1-a83b-0b5cab7b8b8d,533c38a8-bde3-4a37-b16c-c65529829855,APPLIED,2023-09-28 00:00:00.000000,Candidate
c9fb1981-5115-4b09-b235-b3f9c5c6aa60,533c38a8-bde3-4a37-b16c-c65529829855,SCREEN,2023-09-29 12:46:32.479803,Recruiter
c932ebf5-fe2c-423a-b438-1590a4e2d286,533c38a8-bde3-4a37-b16c-c65529829855,REJECTED,2023-10-05 14:47:46.220751,System
3177c441-735c-42eb-8f60-9920efb50dcc,f423765d-e345-4dc8-99ad-bc741000c1f4,APPLIED,2023-08-10 00:00:00.000000,Candidate
eeefadaf-5a28-462c-ae84-4efc4e18f0fb,f423765d-e345-4dc8-99ad-bc741000c1f4,SCREEN,2023-08-14 19:22:09.539014,Recruiter
226bc2ad-947d-46f0-931d-8ec7b7d578ef,f423765d-e345-4dc8-99ad-bc741000c1f4,REJECTED,2023-08-19 16:47:23.429677,System
7ced5b03-6450-479f-9123-8cbe5af1d074,7cc45194-edb0-499c-9a56-ebb981d69084,APPLIED,2023-05-04 00:00:00.000000,Candidate
e912083f-e5ef-4302-91db-611a2cd3c078,7cc45194-edb0-499c-9a56-ebb981d69084,SCREEN,2023-05-08 20:19:37.817793,Recruiter
385bace0-0c2b-4efa-854c-5f5570e4ed09,7cc45194-edb0-499c-9a56-ebb981d69084,WITHDRAWN,2023-05-16 07:30:14.946927,Candidate
89035702-35af-4e63-b462-8f46f4d51f63,b59d7028-bbfc-44f6-be32-84323806789d,APPLIED,2023-12-02 00:00:00.000000,Candidate
8dafca26-0f9e-4ddc-89d9-503f74a1a298,b59d7028-bbfc-44f6-be32-84323806789d,REJECTED,2023-12-09 08:21:23.466783,System
669df650-a76d-446d-b470-5b29e7e58de6,5ec463fa-a72a-4760-b61e-a01a7dbefec0,APPLIED,2023-08-26 00:00:00.000000,Candidate
52702db2-152a-40cb-b167-69859fea3df8,5ec463fa-a72a-4760-b61e-a01a7dbefec0,SCREEN,2023-08-28 01:14:08.647380,Recruiter
bc5346fd-11bf-4804-8beb-f374931c71ad,5ec463fa-a72a-4760-b61e-a01a7dbefec0,ONSITE,2023-08-25 10:02:41.171751,Recruiter
ee0280ab-6238-4547-8d61-5d7f18a7f3f2,5ec463fa-a72a-4760-b61e-a01a7dbefec0,REJECTED,2023-09-06 23:30:01.869533,System
3996bdb0-4c4a-4e99-a477-f0d89a2067c4,4e5db16e-63f3-457a-8f08-a1ff2f8acaf3,APPLIED,2023-03-11 00:00:00.000000,Candidate
1973880e-c230-468c-8d86-98dfd3b65ab3,4e5db16e-63f3-457a-8f08-a1ff2f8acaf3,WITHDRAWN,2023-03-19 10:16:58.104714,Candidate
5cf14376-37bd-4bd3-a3a3-29d732bc46c8,d1293fe2-d871-4e62-8151-9f7668a40c1c,APPLIED,2023-11-01 00:00:00.000000,Candidate
97e7bd60-e9f5-47dc-ad70-61686be4046e,d1293fe2-d871-4e62-8151-9f7668a40c1c,REJECTED,2023-11-13 21:52:40.181863,System
e2dac96b-079b-4005-93a0-cd614236f8e8,a3f1f7fd-7820-43bc-80c9-02096d982e19,APPLIED,2023-06-17 00:00:00.000000,Candidate
f786061a-e4cb-4aa9-bcb1-1a4b72c5682a,a3f1f7fd-7820-43bc-80c9-02096d982e19,SCREEN,2023-06-18 17:20:32.179712,Recruiter
bdf122f2-cf81-4b32-91eb-802f19d2ba33,a3f1f7fd-7820-43bc-80c9-02096d982e19,WITHDRAWN,2023-06-21 07:07:50.637842,Candidate
f195a7ff-7b41-4494-9e41-8e71954cbd7d,ed883ff2-d876-4029-bfaa-f85b85d76930,APPLIED,2023-09-20 00:00:00.000000,Candidate
f01d8f04-498d-49ca-a570-c012facf0b07,ed883ff2-d876-4029-bfaa-f85b85d76930,REJECTED,2023-09-24 23:49:52.765737,System
bd4a28b3-0170-49dc-9d21-2da6e8ee3c06,05b0779a-f4c0-4060-a4a1-ed03d979b949,APPLIED,2023-06-01 00:00:00.000000,Candidate
99f02c3f-54e5-4b0b-b131-96a1cc239764,05b0779a-f4c0-4060-a4a1-ed03d979b949,SCREEN,2023-06-04 20:57:16.114454,Recruiter
7c738a83-83c5-4aa6-a771-9f6d54115361,05b0779a-f4c0-4060-a4a1-ed03d979b949,ONSITE,2023-06-13 04:30:52.497952,Recruiter
e7f0c96d-d252-4d92-9a6e-a108539e71a3,05b0779a-f4c0-4060-a4a1-ed03d979b949,REJECTED,2023-06-15 03:05:09.934741,System
0c551b44-e309-4d2d-b7c5-e64d5b64d4cb,3b188b31-6517-4db7-886c-db30a1e02d0e,APPLIED,2023-06-28 00:00:00.000000,Candidate
1e43d448-f5e5-4bec-9ffe-e0d48e1875a8,3b188b31-6517-4db7-886c-db30a1e02d0e,WITHDRAWN,2023-07-07 01:16:25.224884,Candidate
4760c050-51e2-459e-8ccd-36086a4a9d6b,5d165e0f-507f-4a2f-852e-118879b680f2,APPLIED,2023-07-17 00:00:00.000000,Candidate
5637b8c3-d72f-4cd9-8b93-658878a3f68d,5d165e0f-507f-4a2f-852e-118879b680f2,REJECTED,2023-07-24 09:19:10.001055,System
e84cf20e-5a13-4992-9eee-e83da69f552f,31a959c4-1228-4f4f-9f05-64a7ab1e97cf,APPLIED,2023-02-11 00:00:00.000000,Candidate
9a6389b4-d7a3-4325-895b-6abf2baf779a,31a959c4-1228-4f4f-9f05-64a7ab1e97cf,SCREEN,2023-02-14 22:52:16.390773,Recruiter
2fbee161-2083-498c-9501-6b3d7127b64a,31a959c4-1228-4f4f-9f05-64a7ab1e97cf,REJECTED,2023-02-17 20:19:24.228840,System
02d01fd9-77ed-445e-a8f1-adbb946a0304,f9e91046-4819-48d4-9d18-5f4e060eefbf,APPLIED,2023-08-08 00:00:00.000000,Candidate
1417f473-b1cc-4c68-85a6-81cf433d9628,f9e91046-4819-48d4-9d18-5f4e060eefbf,WITHDRAWN,2023-08-13 16:32:39.962136,Candidate
19b32312-f508-46a0-9e72-ff4dc2a418ae,d36d890b-c12f-452e-a03f-441cf9beffde,APPLIED,2023-02-01 00:00:00.000000,Candidate
e7e98379-9807-4f0a-9930-536323a472f6,d36d890b-c12f-452e-a03f-441cf9beffde,WITHDRAWN,2023-02-06 10:21:27.422278,Candidate
fa01dbf1-67f1-4cb3-995c-6fe772cdf925,cb201174-0151-4302-8e46-7ae6b8d9d329,APPLIED,2023-09-17 00:00:00.000000,Candidate
b2725e26-d711-4b77-8e3f-cf8cbf896216,cb201174-0151-4302-8e46-7ae6b8d9d329,SCREEN,2023-09-17 07:18:48.462722,Recruiter
2daf3f08-6643-46d9-80b6-d6b281854a4e,cb201174-0151-4302-8e46-7ae6b8d9d329,REJECTED,2023-09-23 04:38:02.838537,System
39fefb8d-bd9f-4977-bcd0-cc8643883bda,576b6c84-6faa-4432-924c-ea7269407ab0,APPLIED,2023-08-06 00:00:00.000000,Candidate
f3d7f34c-3f71-4d28-8be8-5879eda6d84f,576b6c84-6faa-4432-924c-ea7269407ab0,SCREEN,2023-08-08 21:23:52.763275,Recruiter
94bc1de0-ab4c-4d4a-b570-c8ce9c8a5221,576b6c84-6faa-4432-924c-ea7269407ab0,REJECTED,2023-08-13 21:45:58.171237,System
112682b0-de14-4160-9d7c-514856f704f6,9649ca18-e0e6-4008-83f6-177ed3391539,APPLIED,2023-08-23 00:00:00.000000,Candidate
03e7772e-3a31-47af-bfb9-7acfb42a6f50,9649ca18-e0e6-4008-83f6-177ed3391539,REJECTED,2023-08-29 01:28:46.686706,System
27372c9e-af70-4a4d-8461-7079f849cdc3,8af90158-3783-4585-a374-dfcfb79ff11b,APPLIED,2023-08-16 00:00:00.000000,Candidate
31a080cd-32c7-43a2-b7f1-a831b1d1cc4b,8af90158-3783-4585-a374-dfcfb79ff11b,REJECTED,2023-08-17 08:07:27.871547,System
30e0807c-b60f-4616-b62e-9265e3c643b5,8e572315-03c3-430a-b250-b3827166d174,APPLIED,2023-06-17 00:00:00.000000,Candidate
081d3ccb-41c4-43fd-bdc3-5ef9f38599bf,8e572315-03c3-430a-b250-b3827166d174,SCREEN,2023-06-18 20:51:24.366170,Recruiter
f2b3a337-0f89-4a52-a6ba-771f6c8f20cf,8e572315-03c3-430a-b250-b3827166d174,REJECTED,2023-06-22 20:10:52.763486,System
859392ac-437f-4dda-a43e-9d7f8957b8a9,83b16799-233f-45f3-bdca-ebea33943e6b,APPLIED,2023-06-30 00:00:00.000000,Candidate
99f9c4fe-0c97-4b7c-980f-e7551ccd5011,83b16799-233f-45f3-bdca-ebea33943e6b,REJECTED,2023-07-03 18:58:52.975757,System
2a9f7355-d4e5-43e9-93b1-319eb53713ee,999f7553-bbe1-411c-b4ad-b49a36dcb843,APPLIED,2023-02-13 00:00:00.000000,Candidate
df418536-6a82-45a8-8b16-93c044dd0ca1,999f7553-bbe1-411c-b4ad-b49a36dcb843,WITHDRAWN,2023-02-19 08:30:59.658048,Candidate
32b6bdc1-70ea-438c-b80b-4c378017ccb9,f5320daa-e5a9-488e-bb2a-3d897fe910ff,APPLIED,2023-10-11 00:00:00.000000,Candidate
14679f31-d12d-47e6-b2b2-4981b426fdcf,f5320daa-e5a9-488e-bb2a-3d897fe910ff,SCREEN,2023-10-14 02:32:44.991043,Recruiter
5d67852b-7b0a-42cf-a3f7-4d54fbafa036,f5320daa-e5a9-488e-bb2a-3d897fe910ff,REJECTED,2023-10-24 18:21:04.376637,System
916558ff-4161-44ce-a44d-4ac6df6369ce,da5ae1f5-919c-445d-8cfe-845c6daac578,APPLIED,2023-11-18 00:00:00.000000,Candidate
fe993acb-c3ce-4083-a17e-9eea0de2b03d,da5ae1f5-919c-445d-8cfe-845c6daac578,REJECTED,2023-11-25 16:45:34.092115,System
37377b30-24c3-4101-9dfe-f1e1e193eeee,f4d33f60-d569-4175-8ed0-45d80e2dd88e,APPLIED,2023-04-05 00:00:00.000000,Candidate
